StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q7,Q5,Q6,Q6,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,What college are you primarily affiliated with?,What is your (primary) major?,What year are you?,Gender,Extracurricular involvements (select all that apply),Are you an international or domestic (U.S.) student?,What country are you from?,What state are you from?,How do you perceive yourself? - Low energy (0) vs. High energy (10),How do you perceive yourself? - Pessimistic (0) vs. Optimistic (10),How do you perceive yourself? - Introverted (0) vs. Extroverted (10),How do you perceive yourself? - Logical (0) vs. Emotional (10),"Link your Spotify profile here—this provides us with access to your public playlists. 
(ex. https://open.spotify.com/user/your_username)","Link a Spotify playlist that captures your music taste.



(This can be a playlist you listen to frequently, or this can be the contents of your Liked Songs copied into a playlist. Just make sure it's publicly accessible!)","If you have Spotify playlists for the following activities, please link them below. - Workout/gym","If you have Spotify playlists for the following activities, please link them below. - Study","If you have Spotify playlists for the following activities, please link them below. - Going out/party","If you have Spotify playlists for the following activities, please link them below. - Sleep","If you have Spotify playlists for the following activities, please link them below. - Commuting to class","If you would like the chance to win a $15 giftcard, please enter your Cornell email."
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID5""}","{""ImportId"":""QID14""}","{""ImportId"":""QID8""}","{""ImportId"":""QID10""}","{""ImportId"":""QID17""}","{""ImportId"":""QID11""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID18_1""}","{""ImportId"":""QID18_2""}","{""ImportId"":""QID18_3""}","{""ImportId"":""QID18_4""}","{""ImportId"":""QID19_TEXT""}","{""ImportId"":""QID20_TEXT""}","{""ImportId"":""QID21_1""}","{""ImportId"":""QID21_2""}","{""ImportId"":""QID21_3""}","{""ImportId"":""QID21_4""}","{""ImportId"":""QID21_5""}","{""ImportId"":""QID24_TEXT""}"
2023-04-12 15:22:47,2023-04-12 15:24:16,IP Address,*******,100,89,True,2023-04-12 15:24:17,R_2YtbSvySpz2s87b,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Biometry and Statistics,"Undergraduate, 4th year (2023)",Male,"Project team,Other club/team",Domestic,,Florida,4,7,4,2,N/A,N/A,,,,,,
2023-04-12 15:22:48,2023-04-12 15:26:13,IP Address,*******,100,205,True,2023-04-12 15:26:14,R_24ixQUbGn1AHnjs,*******,*******,*******,*******,*******,*******,qr,EN,(AS) College of Arts and Sciences,Computer Science,"Undergraduate, 1st year (2026)",Male,Other club/team,International,Korea South,,7,8,7,4,https://open.spotify.com/user/6cjzkudbvmwfe963clvemzwkj?si=IWqFrs39QyGRaWApMgiZ2g,https://open.spotify.com/playlist/5Kwx1SSB0poloL4c8bYjbi?si=tYGNnUVwR1Ovh1W8fOVfEA&pt=d8599803d6ed7acb67aebee6d10b992d,,https://open.spotify.com/playlist/37HUliOloWGEI8xcwDP4gO?si=R1nLqHidSfGU5gERcXFp3A,,https://open.spotify.com/playlist/37HUliOloWGEI8xcwDP4gO?si=R1nLqHidSfGU5gERcXFp3A,https://open.spotify.com/playlist/5Kwx1SSB0poloL4c8bYjbi?si=kvg9dowXT5OZMCdv2b5aZg,
2023-04-12 15:22:51,2023-04-12 15:26:40,IP Address,*******,100,229,True,2023-04-12 15:26:41,R_aWSgue6VU9HyHMR,*******,*******,*******,*******,*******,*******,qr,EN,(AS) College of Arts and Sciences,Government,"Undergraduate, 1st year (2026)",Female,Professional club,International,Indonesia,,6,4,8,5,https://open.spotify.com/user/vqlx3sn88fh9295cpn4z7toip?si=n_cPRMHBR_-9lgIbKG1R3g,https://open.spotify.com/playlist/6huxxOvKkbRujM52ZhPh6t?si=j_2IVfaLQSuHb0Mi4tTZGw,,,,,,
2023-04-12 15:23:43,2023-04-12 15:27:00,IP Address,*******,100,196,True,2023-04-12 15:27:01,R_1ZlhfgfxDDChj8d,*******,*******,*******,*******,*******,*******,qr,EN,(ENG) College of Engineering,Operations Research and Engineering,"Undergraduate, 1st year (2026)",Male,Greek life,International,United States,,7,8,7,5,N/A,N/A,,,,,,
2023-04-12 15:23:38,2023-04-12 15:27:54,IP Address,*******,100,255,True,2023-04-12 15:27:55,R_3VhV0o58jU19TgZ,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Biometry and Statistics,"Undergraduate, 1st year (2026)",Male,Other club/team,Domestic,,New York,6,7,7,6,https://spotify.link/TMooCDXNWyb,https://spotify.link/j4bwrv0NWyb,https://spotify.link/syJm5f6NWyb,,,,,
2023-04-12 15:22:52,2023-04-12 15:27:57,IP Address,*******,100,304,True,2023-04-12 15:28:00,R_eb7uAMgObdAnDKp,*******,*******,*******,*******,*******,*******,qr,EN,(ENG) College of Engineering,Cognitive Science,"Undergraduate, 1st year (2026)",Male,"Project team,Other club/team",Domestic,,New Jersey,4,4,4,4,https://open.spotify.com/user/m3l6ktgr5im6yormbf36etw78?si=EMuJ9dHESQeYdI-tp9vjOA,https://open.spotify.com/playlist/3Tp8L5xWN4OQCiq2AmlrcW?si=lG0smKEZTBirZK3XW6ATnQ,https://open.spotify.com/playlist/4ueOZx7jYJC1s5DIx7Z5gx?si=CfCx6XBiTWOuGE7gp3iZNg,,,,,
2023-04-12 15:22:53,2023-04-12 15:31:17,IP Address,*******,100,504,True,2023-04-12 15:31:17,R_2zvCkP5x6cFU7Wq,*******,*******,*******,*******,*******,*******,qr,EN,(ILR) School of Industrial and Labor Relations,Industrial and Labor Relations,"Undergraduate, 3rd year (2024)",Female,"Professional club,Other club/team",Domestic,,New York,5,7,5,7,https://open.spotify.com/user/t4llwr7d08bca91rqn1ro2aau?si=Vsg4CeA6QxGhR19cqmYFzw&dd=1,https://open.spotify.com/playlist/76R0Tg5FCTrbPncMbLpRTO?si=qP76fvPMRM2NS3IEsJf2Hw&dd=1,,,,,,
2023-04-12 19:11:33,2023-04-12 19:13:47,IP Address,*******,100,134,True,2023-04-12 19:13:50,R_x9plVUB2wt5mmK5,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Computer Science,"Undergraduate, 4th year (2023)",Male,Project team,Domestic,,Texas,5,8,5,3,https://open.spotify.com/user/ejlity?si=B7MbIeFaQ1WzSanzYIs48Q&dd=1,https://open.spotify.com/playlist/07epaq8mPbCBZyy3jYB7s6?si=Cpr2S8F6Qsuc0F8wEqQvSA&dd=1,,,,,,
2023-04-12 19:11:47,2023-04-12 19:15:04,IP Address,*******,100,196,True,2023-04-12 19:15:05,R_1M0NBxws8mRe3ca,*******,*******,*******,*******,*******,*******,anonymous,EN,(CALS) College of Agriculture and Life Sciences,Global Development,"Undergraduate, 3rd year (2024)",Female,Other club/team,Domestic,,New York,2,7,0,4,open.spotify.com/user/ssa.lang,open.Spotify.com/playlist/375pZENFBRu50rqPEthuCe,,,,,,
2023-04-12 19:13:24,2023-04-12 19:18:04,IP Address,*******,100,280,True,2023-04-12 19:18:05,R_2fIkqfcGTNlHwGt,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Biological Sciences,"Undergraduate, 3rd year (2024)",Female,"Professional club,Other club/team",Domestic,,New York,6,6,3,6,https://open.spotify.com/playlist/37i9dQZF1E38jsEXdYWJNs?si=rOaN9AylT9-bm_1DBpm-Bg,https://open.spotify.com/playlist/37i9dQZF1E38jsEXdYWJNs?si=rOaN9AylT9-bm_1DBpm-Bg,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6?si=YoX9hvf2TbWSl98HBE1hSg,https://open.spotify.com/playlist/37i9dQZF1EIYHlfEDwnhiL?si=Z7z_dXdwT8qaTNBqD-Z2Cg,https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6?si=YoX9hvf2TbWSl98HBE1hSg,https://open.spotify.com/playlist/37i9dQZF1EIYHlfEDwnhiL?si=Z7z_dXdwT8qaTNBqD-Z2Cg,https://open.spotify.com/playlist/37i9dQZF1EVHGWrwldPRtj?si=bewyS2x3TYK4tTqeoJAlog,
2023-04-12 19:27:07,2023-04-12 19:28:28,IP Address,*******,100,80,True,2023-04-12 19:28:29,R_2E9OWhKZkEnxjyy,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Computer Science,"Undergraduate, 3rd year (2024)",Female,Other club/team,Domestic,,New York,4,6,8,8,"i use apple music ",i use apple music,,,,,,
2023-04-12 19:44:15,2023-04-12 19:46:31,IP Address,*******,100,136,True,2023-04-12 19:46:33,R_3iJArw44JVEDEVv,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Mathematics,"Undergraduate, 2nd year (2025)",Female,"Professional club,Other club/team",Domestic,,Connecticut,2,7,1,5,https://open.spotify.com/user/aaa9rnpre89bf2i0tx7ihyem0?si=pj6BdmT7Tr2Qryo_SNkyRA&dd=1,https://open.spotify.com/playlist/4WjCgwiirz98lGP4LLDXya?si=3e9I42feTa6gIC3BmCtWXQ&dd=1,,https://open.spotify.com/playlist/75P8aVPlabMcGgmfy6A8PR?si=5YlUsLY0QAGTjWdjrsAw5g&dd=1,,,,
2023-04-12 19:44:26,2023-04-12 19:54:11,IP Address,*******,100,585,True,2023-04-12 19:54:11,R_2D2KUo2rgZdUU6c,*******,*******,*******,*******,*******,*******,anonymous,EN,"(AAP) College of Architecture, Art and Planning",Fine Arts,"Undergraduate, 2nd year (2025)",Female,Other club/team,Domestic,,California,7,3,5,3,https://spotify.link/aAdsyTz6Wyb,https://spotify.link/KAdAaL16Wyb,,https://spotify.link/PiGozS86Wyb,,https://spotify.link/2Gh4Fz66Wyb,,
2023-04-12 20:52:50,2023-04-12 21:03:39,IP Address,*******,100,648,True,2023-04-12 21:03:40,R_0Gl95qYEWmSiOOd,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,English,"Undergraduate, other",Female,"Professional club,Other club/team",Domestic,,New York,5,8,6,7,https://open.spotify.com/user/deadpan.typicalnerdbird1492,https://open.spotify.com/playlist/6O8Gd241tsClSB4lw856nz?si=cbAQmAMpSZOY7Acibj2KuA&dd=1,https://open.spotify.com/playlist/3cgTaDVasXgEObwjGK7FFu?si=gSk0AbLSQmGKTKt4AlVuMQ&dd=1,https://open.spotify.com/playlist/3tGQUB0EjqFykVp92Gc5uw?si=h-JcaNKMTOCsqQ7xyEr_kQ&dd=1,,https://open.spotify.com/playlist/6HfiVdghosyMS88WevL8Np?si=hxMBAcoLTk2B3pIx8iaL_Q&pt=f843a7adbf7b8a9587f2a0a694b16ef3&dd=1,https://open.spotify.com/playlist/3nUAsSk8rEWKowQlW0pOHB?si=aITSxOuJSdqK3wXVqw8ycQ&dd=1,
2023-04-12 21:03:12,2023-04-12 21:06:18,IP Address,*******,100,186,True,2023-04-12 21:06:18,R_cGSoZvWnzQZb4xX,*******,*******,*******,*******,*******,*******,anonymous,EN,(CALS) College of Agriculture and Life Sciences,Information Science,"Undergraduate, 4th year (2023)",Female,Other club/team,Domestic,,New York,7,8,5,2,https://open.spotify.com/user/fluttershyfatima?si=shVvhI0-R-Ol_iKTp41r3w,https://open.spotify.com/playlist/48ufj7347MnwH70Xld4YsA?si=cmXH2kIHSiWMq4pJQMQK0w,,,,,,
2023-04-12 21:16:32,2023-04-12 21:22:24,IP Address,*******,100,351,True,2023-04-12 21:22:25,R_3CHgwr6eDdZI94f,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Government,"Undergraduate, 3rd year (2024)",Female,Other club/team,Domestic,,Mississippi,5,5,4,8,https://open.spotify.com/user/1283949946?si=njdCLliISceaeUSWh_m3Mg,https://open.spotify.com/playlist/3FLTO5QNCWTguivDUPvOWN?si=yqvL5f14StOj3GcKxO9K3w,https://open.spotify.com/playlist/6M9RziV7gkFz9gficg59tD?si=Nz6irmSaReKy_HsvLsUNDg,https://open.spotify.com/playlist/32hpqnOCX6YUH7ppk9MkW7?si=82EdhJR3RCqedWcjafYDcw,https://open.spotify.com/playlist/4BIbSL8yR154GjD9ky1GtI?si=sM1UPVEaQrOmWg4-M2WXYg,https://open.spotify.com/playlist/2x2kvO5kP1e36KmMFsDwFS?si=hevXKqEhRu-2NUQ9wFrH3g,https://open.spotify.com/playlist/0PwT4umg8ZSar47Xal1HI4?si=q22xq7eARQqUWCz8I7v84w,
2023-04-12 21:29:54,2023-04-12 21:36:17,IP Address,*******,100,382,True,2023-04-12 21:36:18,R_1d9V7qBQP1ouZAp,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Operations Research and Engineering,"Undergraduate, 3rd year (2024)",Male,"Professional club,Other club/team",Domestic,,New York,5,4,4,3,https://open.spotify.com/user/31m3onadeh4wxucgckv3fhcyeoqu?si=PcKUpm_zRo-bOsNVgTOTmA&dd=1,https://open.spotify.com/playlist/26zMq20Djd7RRzRPF0Kwj0?si=nyx7nrxyTKGy_2zhSgbbIQ&pt=646fbbaba7e388d72c979fb830052a05&dd=1,https://open.spotify.com/playlist/7F0HcjeuLDVLUqMSfaTWEu?si=zndIl04IQX-vw9z_WoFuPQ&pt=870ca1e7f6c010288fd748bc91d1aca4&dd=1,,,,,
2023-04-13 08:06:23,2023-04-13 08:10:11,IP Address,*******,100,228,True,2023-04-13 08:10:13,R_3Hvt0lxOzHwMb9e,*******,*******,*******,*******,*******,*******,anonymous,EN,"(AAP) College of Architecture, Art and Planning",Architecture,"Undergraduate, 4th year (2023)",Non-binary,Other club/team,Domestic,,California,4,8,8,5,https://open.spotify.com/user/sir.frances.drake?si=GorchigSTZ6zCBI2w1atng,https://open.spotify.com/playlist/2PZz6fMoxK9hjeuMWNlOiT?si=z1ZtfDPOSxCI4yxlCJyYGg,https://open.spotify.com/playlist/0CstjCXmmr46WfGpjEHp2t?si=D8X9dIwGQIG8UU8cSJ1Akg,,,,https://open.spotify.com/playlist/7ctkSAKDjZAx9i6fgEPmag?si=BZX5yfXxTAqkLBXsNQCJqw,
2023-04-13 10:49:15,2023-04-13 10:52:20,IP Address,*******,100,185,True,2023-04-13 10:52:21,R_2WOK1CQjK1boji1,*******,*******,*******,*******,*******,*******,qr,EN,(AS) College of Arts and Sciences,Information Science,"Undergraduate, 3rd year (2024)",Female,"Project team,Other club/team",Domestic,,New Jersey,2,7,0,4,https://open.spotify.com/user/seemslikehope?si=833659d674204ddf,https://open.spotify.com/playlist/5A9uhfIdtzM6k6bTvRLDee?si=37dca15c2eec4935,,https://open.spotify.com/playlist/1QYOmFyhVOWjXdncInfARL?si=93bad55f97ed410c,,,,
2023-04-13 12:22:43,2023-04-13 12:28:14,IP Address,*******,100,330,True,2023-04-13 12:28:15,R_29o8QllfNaljB54,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Information Science,"Undergraduate, 2nd year (2025)",Female,"Professional club,Other club/team",Domestic,,New York,7,3,7,6,https://open.spotify.com/user/tiffxny.lee?si=2lCvxMTUT9qrGgTN4MPKog&dd=1,https://open.spotify.com/playlist/6RuMpBJvQ6We4yeULKyqOS?si=P6MWVYjFQy6j-8SG061pSw&dd=1,https://open.spotify.com/playlist/6n0dOVZVBSqyKUfuTz3ymq?si=hcMf59D0SPyZYX5ny9N_Zw&dd=1,https://open.spotify.com/playlist/7eUNgWwn2QbkSt4tpVW5io?si=AGmvg0C-TdCw7a6iyW7n2g&dd=1,https://open.spotify.com/playlist/1nbkCueotRCyjJAn5PKbZv?si=rf5zXysAR9aB8ruDdTMF4g&pt=ac9c9c66f7c0bd0affd604c6ae2e94ab&dd=1,,https://open.spotify.com/playlist/2Bu6XRY745D6qCLlormq0H?si=pcME5PpJQ-iDvS1I6Y5MQQ&dd=1,
2023-04-13 13:00:35,2023-04-13 13:03:00,IP Address,*******,100,144,True,2023-04-13 13:03:01,R_2YVW1X90ew6XFq5,*******,*******,*******,*******,*******,*******,anonymous,EN,"(AAP) College of Architecture, Art and Planning",Urban and Regional Studies,"Undergraduate, 2nd year (2025)",Non-binary,"Project team,Other club/team",International,Taiwan,,6,7,5,6,https://open.spotify.com/user/sharktiger,https://open.spotify.com/playlist/0JIeukHMyiTiXlwBlSIdQi?si=WWni1F9RTYa9r6noxhc0HA&dd=1,,https://open.spotify.com/playlist/1LKgvCXIaEGEOI8xjmhx4T?si=xbHY2oqJRkeOG1XqMthZwA&dd=1,,,https://open.spotify.com/playlist/4rT6XYrKMT0KAxi1sxqeOH?si=r1OFRvgfTvyT0NauhnFa_A&pt=a14c200d5f71ad2bc727b1335ade9853&dd=1,
2023-04-13 18:40:10,2023-04-13 18:44:15,IP Address,*******,100,244,True,2023-04-13 18:44:16,R_22WkXsuBs9xTTzp,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Environment & Sustainability,"Undergraduate, 2nd year (2025)",Female,Other club/team,Domestic,,California,5,8,4,3,https://open.spotify.com/user/bn8wfbeyvujlinqcmoj41nymr?si=FBG9eByXR8KzvpJzdyaNRA,https://open.spotify.com/playlist/37i9dQZF1EQp62d3Dl7ECY?si=vHQaQYl7TRq-8klJmg1qCg,https://open.spotify.com/playlist/37i9dQZF1EVJSvZp5AOML2?si=Li4bGzbvSBqcwyna18_BRA,,,,,
2023-04-13 19:35:18,2023-04-13 20:06:37,IP Address,*******,100,1879,True,2023-04-13 20:06:38,R_Y01jXh0kIdq9H0t,*******,*******,*******,*******,*******,*******,qr,EN,(AS) College of Arts and Sciences,Economics,"Undergraduate, 3rd year (2024)",Female,Other club/team,Domestic,,Virginia,3,4,2,5,https://open.spotify.com/user/owllson?si=s5EV-Yq5QQSuTBaOo63Kjw&dd=1,https://open.spotify.com/playlist/5t30ve61tnOvF6N2y8ebFv?si=BRNIVRoPRY6jjf2oShNIQQ&dd=1,,,,,,
2023-04-13 19:50:02,2023-04-13 21:16:00,IP Address,*******,100,5157,True,2023-04-13 21:16:01,R_2f81tf8YS6E4w6Q,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Plant Sciences,"Undergraduate, 2nd year (2025)",Male,"Greek life,Other club/team",Domestic,,Texas,9,8,8,6,https://spotify.link/Fkuo2nHRYyb,https://spotify.link/vs1WQhPRYyb,https://spotify.link/KxtQCBQRYyb,https://spotify.link/okQfiDTRYyb,,https://spotify.link/Qogv5ASRYyb,https://spotify.link/PL3D0PRRYyb,
2023-04-13 21:37:15,2023-04-13 21:40:14,IP Address,*******,100,179,True,2023-04-13 21:40:15,R_wMKdxyOjs8GNGpP,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Biological Sciences,"Undergraduate, 2nd year (2025)",Female,"Greek life,Sports team",Domestic,,California,7,5,8,4,https://open.spotify.com/user/alexabarton16?si=QdYqBPlzSg6afi_mDx4Bng&dd=1,"my music taste is so broad i don’t think i could ",,,,,,
2023-04-14 20:22:16,2023-04-14 20:28:35,IP Address,*******,100,378,True,2023-04-14 20:28:36,R_3FX8yDTL4CFAZ0Q,*******,*******,*******,*******,*******,*******,qr,EN,(ENG) College of Engineering,Environmental Engineering,"Undergraduate, 2nd year (2025)",Female,"Professional club,Project team,Other club/team",Domestic,,New York,3,6,6,2,spotify:user/isabellikescake,https://open.spotify.com/playlist/4oNiNUbYFbDdgXRA17cYve?si=ZuZOYgdPQ2q_MRPOo-msbQ,https://open.spotify.com/album/7fJJK56U9fHixgO0HQkhtI?si=DNGJqqkrSB-Kxk0Wmjmlag,https://open.spotify.com/album/02VRifrsiTM73hPGjXduRQ?si=i6jQg8kURz2Qh2gKgvT8kw,,https://open.spotify.com/playlist/0sSdzCus81fvvCgbqpI9Ne?si=2BoGMOlzQfSzwAE30ADv9w,,
2023-04-14 20:23:59,2023-04-14 20:28:51,IP Address,*******,100,291,True,2023-04-14 20:28:51,R_10rxgdHiFTzG7sI,*******,*******,*******,*******,*******,*******,qr,EN,(DYSON) Dyson School of Applied Economics and Management,Applied Economics and Management,"Undergraduate, 4th year (2023)",Female,"Professional club,Other club/team",Domestic,,Florida,8,8,6,5,https://open.spotify.com/user/mtaakmfvi2rkrcrkbg3qsv1b0?si=l5KadrIaQWudbf4g1quYDg&dd=1,https://open.spotify.com/playlist/37i9dQZF1EQp9BVPsNVof1?si=BMmtAg9RQJGrec7YFKq0Kw&dd=1,https://open.spotify.com/playlist/051LepUjoE5zFswGg5QBLn?si=LKpukC2VSkybKMisyyJa4Q&dd=1,https://open.spotify.com/album/35DIb6j45YmbHAfyN7HgaG?si=7j7vP82tSFagaui5MuKQeQ&dd=1,https://open.spotify.com/playlist/051LepUjoE5zFswGg5QBLn?si=LKpukC2VSkybKMisyyJa4Q&dd=1,,,
2023-04-14 16:28:21,2023-04-15 08:26:17,IP Address,*******,100,57475,True,2023-04-15 08:26:18,R_2OJ4I5gLIHWBK68,*******,*******,*******,*******,*******,*******,qr,EN,(AS) College of Arts and Sciences,Computer Science,"Undergraduate, 2nd year (2025)",Male,Project team,Domestic,,California,3,4,4,0,https://open.spotify.com/user/31tczmefxwht47ndcx5rnqqztaaa,https://open.spotify.com/playlist/1fTbG9mJmTO8LyQj3xn1ph,https://open.spotify.com/playlist/1v8eG4MZtafehNdzAgBNSC,https://open.spotify.com/playlist/4MpNkWN2TVWOgwVI8Y9Nan,,,https://open.spotify.com/playlist/7rny1UVcWJjUeOgLxelSaD,
2023-04-14 15:08:36,2023-04-15 14:58:54,IP Address,*******,100,85818,True,2023-04-15 14:58:56,R_2wKnAHl4crg6wYX,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Interdisciplinary Studies,"Undergraduate, 4th year (2023)",Female,Other club/team,Domestic,,Michigan,8,7,7,8,https://open.spotify.com/user/alayna.earl?si=kl8LfeQ6R8u-akPzQuWgDA,https://open.spotify.com/playlist/5czDQNlzs3VlcvvLqVjOjc?si=B1tMB-T-TRefPRRPnPNGyg,,https://open.spotify.com/playlist/37i9dQZF1DWXHghfFFOaS6?si=OFB2zBXgSJ2TBJ_CdDq-qA,https://open.spotify.com/playlist/3YO9O9tbLFxc0JBWkXFkgO?si=WhYs3aVaR4-y3edzDzWiTg,,https://open.spotify.com/playlist/6lmnlTvumFUSZwLJ6G6SRp?si=rYcMQlyOSPK5uW7AxI4v_w,
2023-04-16 10:31:34,2023-04-16 10:37:53,IP Address,*******,100,378,True,2023-04-16 10:37:54,R_3OqB0PqCZXGQP9j,*******,*******,*******,*******,*******,*******,qr,EN,(ILR) School of Industrial and Labor Relations,Industrial and Labor Relations,"Undergraduate, 2nd year (2025)",Male,Professional club,Domestic,,Georgia,5,5,3,3,https://open.spotify.com/user/n8hn1814?si=07868d45d0b5483b,https://open.spotify.com/playlist/37i9dQZF1E8OXlPJV1Fhcj?si=3f608ed308eb4261,,,,,,
2023-04-16 10:44:35,2023-04-16 10:47:33,IP Address,*******,100,177,True,2023-04-16 10:47:35,R_3hE068vFM2dcdKv,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Environment & Sustainability,"Undergraduate, 2nd year (2025)",Female,Sports team,Domestic,,California,6,8,5,2,Could you please explain where these are going before you ask??,Where is this going??,,,,,,
2023-04-16 18:45:35,2023-04-16 18:54:54,IP Address,*******,100,559,True,2023-04-16 18:54:56,R_O0sCfsalHiqIsIF,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Biological Sciences,"Undergraduate, 2nd year (2025)",Male,Other club/team,Domestic,,New York,10,7,10,0,https://open.spotify.com/user/d4iyjnkubkj5j1rmdr6rxdp1y,https://open.spotify.com/playlist/3tkCSFuV6OKj9yRumHxvUV,https://open.spotify.com/playlist/3I4RVazgNG0J8zvT3XXJVk,https://open.spotify.com/playlist/0ky5kkIYXQhUzI4p2yRIkY,https://open.spotify.com/playlist/63WdiXxQOIuFE8bUZh7ryn,,https://open.spotify.com/playlist/37i9dQZF1E8O0snIzge4LW,
